ID,DEPARTAMENTO,REFERENCIA,DESCRIPCION,VIA AFECTADA,FECHA,LONG,LAT,EVENTO,FUENTE,HubName,HubDist,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territoria,tramo,sector,administra,ruta,length_km,corrlog
"547",CAUCA,VEREDA ALEGRIAS,,POPAYAN - SANTANDER DE QUILICHAO,2023/04/28,-76.50370737,2.985234964,Manifestación de personas,COLFECAR,"573",24622.1362583462,"25040","2504","0",0,"77",0,"08",Troncal de Occidente,Popayán - Santander de Quilichao,"2",,79.8010494391338,1. Bogotá-B/ventura-Ipiales
"548",ANTIOQUIA,MEDELLIN,ANIVERSARIO DEL 28-04 DE 2021,AUT NORTE - NORTE-SUR,2023/04/28,-75.59748411,6.177460185,Manifestación de personas,COLFECAR,"410",1233.11292213822,"250954","2509","64",0,"72",84,"01",Troncal de Occidente,Ancón Sur - Medellín,"1",,15.7863385136705,2. Cali-Medellín-Cartagena
"549",ANTIOQUIA,MEDELLIN,ANIVERSARIO DEL 28-04 DE 2021,AV VEGAS - DOS SENTIDOS,2023/04/28,-75.603417,6.171228342,Manifestación de personas,COLFECAR,"410",441.01222057438,"250954","2509","64",0,"72",84,"01",Troncal de Occidente,Ancón Sur - Medellín,"1",,15.7863385136705,2. Cali-Medellín-Cartagena
"550",ANTIOQUIA,MEDELLIN,ANIVERSARIO DEL 28-04 DE 2021,AV REGIONAL - SUR - NORTE,2023/04/28,-75.58282761,6.193080776,Manifestación de personas,COLFECAR,"410",3560.80778887201,"250954","2509","64",0,"72",84,"01",Troncal de Occidente,Ancón Sur - Medellín,"1",,15.7863385136705,2. Cali-Medellín-Cartagena
"551",CORDOBA,KM 49,,CERETE - LORICA,2023/04/28,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"552",CESAR,CODAZZI,,SAN ROQUE - LA PAZ,2023/05/10,-73.2409302,10.0465879,Manifestación de personas,COLFECAR,"234",25607.4764037351,"49010","4901","0",0,"140",0,"09",Troncal del Carbon,San Roque - La Paz,"1",,145.846698154822,
"553",NARIÑO,LA ESPRIELLA,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/10,-77.2535633,1.3707613,Manifestación de personas,COLFECAR,"261",11519.5847929198,2501A2,2501A,"2",0,"102",0,"17",Alternas a la Troncal de Occidente,Pasto - Higuerones,"1",,98.4476458698555,
"554",VALLE DEL CAUCA,LOBOGUERRERO,,BUGA - BUENAVENTUA,2023/05/10,-76.66096083,3.76007787,Manifestación de personas,COLFECAR,"247",16391.2065103789,"19018","1901","8",900,"60",850,"25",Acceso a Cali,Cali - Cruce Ruta 40 (Loboguerrero),"1",,51.3563435807446,1. Bogotá-B/ventura-Ipiales
"555",BOYACÁ,SOCHA,,BELEN - SACAMA,2023/05/11,-72.69085691,5.996990493,Manifestación de personas,COLFECAR,"57",14109.2371519057,"64040","6404","0",0,"128",500,"04",Ruta de Los Libertadores,Belén - Sácama,"1",,123.056043437294,
"556",CESAR,CODAZZI,,SAN ROQUE - LA PAZ,2023/05/11,-73.2428614,10.0264306,Manifestación de personas,COLFECAR,"234",23514.3546894321,"49010","4901","0",0,"140",0,"09",Troncal del Carbon,San Roque - La Paz,"1",,145.846698154822,
"557",NARIÑO,LA ESPRIELLA,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/11,-77.2573399,1.3721342,Manifestación de personas,COLFECAR,"261",11716.6163831878,2501A2,2501A,"2",0,"102",0,"17",Alternas a la Troncal de Occidente,Pasto - Higuerones,"1",,98.4476458698555,
"558",VALLE DEL CAUCA,LOBOGUERRERO,ACUERDO EN PAGO DE ARRIENDOS,BUGA - BUENAVENTUA,2023/05/11,-76.6643217,3.7524218,Manifestación de personas,COLFECAR,"247",15616.35475187,"19018","1901","8",900,"60",850,"25",Acceso a Cali,Cali - Cruce Ruta 40 (Loboguerrero),"1",,51.3563435807446,1. Bogotá-B/ventura-Ipiales
"559",ATLANTICO,LURUACO,DAMNIFICADOS INVIERNO,BARRANQUILLA - CARTAGENA,2023/05/11,-75.178949,10.6104138,Manifestación de personas,COLFECAR,"485",24274.3107094694,"90060","9006","39",0,"117",103,"02",Alternas a la Transversal del Caribe,Pensales - Barranquilla,"2",,91.9002577913513,3. Bogotá-B/quilla
"560",NARIÑO,LA ESPRIELLA,,PASTO - TUMACO,2023/05/12,-77.2509884,1.3662994,Manifestación de personas,COLFECAR,"261",11678.580714473,2501A2,2501A,"2",0,"102",0,"17",Alternas a la Troncal de Occidente,Pasto - Higuerones,"1",,98.4476458698555,
"561",MAGDALENA,CIENAGA,,BARRANQUILLA - SANTA MARTA,2023/05/12,-74.2567378,11.0063183,Manifestación de personas,COLFECAR,"89",23556.5224803103,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"562",CAUCA,PUERTO TEJADA,,VILLA RICA - CANDELARIA,2023/05/13,-76.4182116,3.2185333,Manifestación de personas,COLFECAR,"341",10985.5653585969,"31050","3105","0",0,"50",0,"08",Alternas a la Troncal de Occidente,Santander de Quilichao - Río Desbaratado,"1",,49.4921661644967,
"563",NARIÑO,LA ESPRIELLA,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/13,-77.2520184,1.37488,Manifestación de personas,COLFECAR,"261",11077.8984939472,2501A2,2501A,"2",0,"102",0,"17",Alternas a la Troncal de Occidente,Pasto - Higuerones,"1",,98.4476458698555,
"564",NARIÑO,LA ESPRIELLA,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/14,-77.2580265,1.3678439,Manifestación de personas,COLFECAR,"261",12099.5968232662,2501A2,2501A,"2",0,"102",0,"17",Alternas a la Troncal de Occidente,Pasto - Higuerones,"1",,98.4476458698555,
"565",VALLE DEL CAUCA,BUEVAVENTURA,NECESIDADES DE EDUCACION,BUEVENTURA - ZONA PORTUARIA,2023/05/15,-77.00804655,3.887979094,Manifestación de personas,COLFECAR,"418",1836.06885790783,"40010","4001","0",0,"15",0,"25",Transversal Buenaventura - Villavicencio - Puerto Carreño,Buenaventura - Intersección Citronela,"1",,25.1427852773761,1. Bogotá-B/ventura-Ipiales
"566",VALLE DEL CAUCA,BUEVAVENTURA,NECESIDADES DE EDUCACION,BUEVENTURA - ZONA PORTUARIA,2023/05/16,-77.01262315,3.880990659,Manifestación de personas,COLFECAR,"418",1028.18389540475,"40010","4001","0",0,"15",0,"25",Transversal Buenaventura - Villavicencio - Puerto Carreño,Buenaventura - Intersección Citronela,"1",,25.1427852773761,1. Bogotá-B/ventura-Ipiales
"567",BOLIVAR,BAYUNCA,FALLAS EN EL SERVICIO DE AGUA,CARTAGENA - BARRANQUILLA,2023/05/16,-75.3973497,10.532163,Manifestación de personas,COLFECAR,"519",6820.69493535947,"90060","9006","0",0,"39",0,"03",Alternas a la Transversal del Caribe,Cartagena- Pendales,"2",,55.9165678820822,3. Bogotá-B/quilla
"568",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/16,-76.6481284,1.1505401,Manifestación de personas,COLFECAR,"369",516.359692193424,"45030","4503","0",0,"1",600,"19",Troncal del Magdalena,Paso Nacional por Mocoa,"1",,2.74665324977148,7. Bogotá-Puerto Asis
"569",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/17,-76.64861695,1.152506805,Manifestación de personas,COLFECAR,"369",308.470937710129,"45030","4503","0",0,"1",600,"19",Troncal del Magdalena,Paso Nacional por Mocoa,"1",,2.74665324977148,7. Bogotá-Puerto Asis
"570",CAUCA,LA AGUSTINA,NECESIDADES DE EDUCACION,POPAYAN - SANTANDER DE QUILICHAO,2023/05/17,-76.54851357,2.9146614,Manifestación de personas,COLFECAR,"573",16947.3519261114,"25040","2504","0",0,"77",0,"08",Troncal de Occidente,Popayán - Santander de Quilichao,"2",,79.8010494391338,1. Bogotá-B/ventura-Ipiales
"571",MAGDALENA,LA ISABEL,FALTA DE ENERGIA,RIO ARIGUANI - YE DE CIENAGA,2023/05/17,-74.1729741,10.9590889,Manifestación de personas,COLFECAR,"88",18589.7744240321,"451846","4518","46",764,"98",0,"15",Troncal del Magdalena,Paso Nacional por Aracataca - Ye de Ciénaga,"2",,51.2294244222395,3. Bogotá-B/quilla
"572",SUCRE,SAMPUES,MAL ESTADO DE VIAS Y FALTA DE AGUA,SINCELEJO - SAHAGUN,2023/05/17,-75.39396267,9.199397798,Manifestación de personas,COLFECAR,"488",18128.9512562306,"251452","2514","52",0,"114",0,"11",Troncal de Occidente,La Ye - Sincelejo,"2",,88.8096714003132,2. Cali-Medellín-Cartagena
"573",NARIÑO,CANDELILLAS,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/17,-78.686746,1.4561397,Manifestación de personas,COLFECAR,"449",1012.55526031762,"05010","0501","0",0,"10",400,"17",Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,"1",,10.2954043354732,
"574",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/18,-76.650875,1.1302881,Manifestación de personas,COLFECAR,"244",3998.30372449626,"450260","4502","60",300,"77",1000,"19",Troncal del Magdalena,Ye de Urcusique - Mocoa (Canangucho),"1",,17.5847737279523,7. Bogotá-Puerto Asis
"575",MAGDALENA,LA ISABEL,,RIO ARIGUANI - YE DE CIENAGA,2023/05/18,-74.1775661,10.964861,Manifestación de personas,COLFECAR,"88",19291.37280662,"451846","4518","46",764,"98",0,"15",Troncal del Magdalena,Paso Nacional por Aracataca - Ye de Ciénaga,"2",,51.2294244222395,3. Bogotá-B/quilla
"576",SUCRE,SAMPUES,,SINCELEJO - SAHAGUN,2023/05/18,-75.41120793,9.22543776,Manifestación de personas,COLFECAR,"488",20478.0311000995,"251452","2514","52",0,"114",0,"11",Troncal de Occidente,La Ye - Sincelejo,"2",,88.8096714003132,2. Cali-Medellín-Cartagena
"577",NARIÑO,CANDELILLAS,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/18,-78.67569709,1.480481753,Manifestación de personas,COLFECAR,"449",2760.8265085839,"05010","0501","0",0,"10",400,"17",Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,"1",,10.2954043354732,
"578",META,PTO GAITAN,NECESIDADES DE EDUCACION,PTO GAITAN - PTE ARIMENA,2023/05/18,-72.0874037,4.3131482,Manifestación de personas,COLFECAR,"623",501.885065165499,"40080","4008","109",619,"111",970,"16",Transversal Buenaventura - Villavicencio - Puerto Carreño,Puerto López - Puerto Gaitán,"1",,2.30461135656676,6. Bogotá-Yopal
"579",MAGDALENA,CIENAGA,,BARRANQUILLA - SANTA MARTA,2023/05/18,-74.2480689,11.0051809,Manifestación de personas,COLFECAR,"89",24479.6738534085,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"580",LA GUAJIRA,MINGUEO,NECESIDADES DE EDUCACION,RIO PALOMINO - RIOAHACHA,2023/05/18,-73.34828768,11.21651131,Manifestación de personas,COLFECAR,"213",19706.1566467989,"90090","9009","0",0,"90",0,"13",Transversal del Caribe,Río Palomino - Riohacha,"2",,89.987311750988,3. Bogotá-B/quilla
"581",MAGDALENA,CIENAGA,,BARRANQUILLA - SANTA MARTA,2023/05/19,-74.2418462,11.0054758,Manifestación de personas,COLFECAR,"89",25098.285260587,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"582",LA GUAJIRA,MINGUEO,NECESIDADES DE EDUCACION,RIO PALOMINO - RIOAHACHA,2023/05/19,-73.43683989,11.20530806,Manifestación de personas,COLFECAR,"213",27010.3211908295,"90090","9009","0",0,"90",0,"13",Transversal del Caribe,Río Palomino - Riohacha,"2",,89.987311750988,3. Bogotá-B/quilla
"583",NARIÑO,CANDELILLAS,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/19,-78.67867003,1.468177747,Manifestación de personas,COLFECAR,"449",1396.12697048215,"05010","0501","0",0,"10",400,"17",Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,"1",,10.2954043354732,
"584",MAGDALENA,PUEBLO VIEJO,,BARRANQUILLA - SANTA MARTA,2023/05/20,-74.082242,4.6283145,Manifestación de personas,COLFECAR,"48",21612.1418785388,"50090","5009","0",0,"35",0,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá (Los Patios) - Guasca,"2",,34.907807705466,
"585",NARIÑO,CANDELILLAS,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/20,-78.6815962,1.4623174,Manifestación de personas,COLFECAR,"449",862.84963309839,"05010","0501","0",0,"10",400,"17",Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,"1",,10.2954043354732,
"586",NARIÑO,CANDELILLAS,INCUMPLIMIENTOS ERRADICACION ,PASTO - TUMACO,2023/05/21,-78.67756874,1.471918718,Manifestación de personas,COLFECAR,"449",1805.314298756,"05010","0501","0",0,"10",400,"17",Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,"1",,10.2954043354732,
"587",MAGDALENA,PUEBLO VIEJO,,BARRANQUILLA - SANTA MARTA,2023/05/21,-74.0791521,4.6236947,Manifestación de personas,COLFECAR,"48",21743.610313378,"50090","5009","0",0,"35",0,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá (Los Patios) - Guasca,"2",,34.907807705466,
"588",MAGDALENA,PUEBLO VIEJO,,BARRANQUILLA - SANTA MARTA,2023/05/22,-74.0794096,4.6338753,Manifestación de personas,COLFECAR,"48",20954.6273662942,"50090","5009","0",0,"35",0,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá (Los Patios) - Guasca,"2",,34.907807705466,
"589",CORDOBA,COTORRA,ACCIDENTE CON VICTIMA FATAL,CERETE - LORICA,2023/05/22,-75.7911006,9.0386065,Manifestación de personas,COLFECAR,"397",4288.75040956742,"210310","2103","10",764,"48",222,"11",Alternas a la Transversal del Caribe,Cereté - Lorica,"2",,36.7353524340919,2. Cali-Medellín-Cartagena
"590",BOLIVAR,CLEMENCIA,INCUMPLIMIENTOS ALCALDIA,BARRANQUILLA - CARTAGENA,2023/05/23,-75.3272103,10.568239,Manifestación de personas,COLFECAR,"519",5662.73189858192,"90060","9006","0",0,"39",0,"03",Alternas a la Transversal del Caribe,Cartagena- Pendales,"2",,55.9165678820822,3. Bogotá-B/quilla
"591",MAGDALENA,STA ROSA DE LIMA,INCUMPLIMIENTO ACUERDOS GOB,RIO ARIGUANI - YE DE CIENAGA,2023/05/23,-74.1138505,10.4027535,Manifestación de personas,COLFECAR,"90",3286.37234251044,"45180","4518","0",0,"35",725,"15",Troncal del Magdalena,Río Ariguaní - Paso Nacional por Aracataca,"2",,35.7561493491899,3. Bogotá-B/quilla
"592",META,APIAY,NECESIDADES DE EDUCACION,VILLAVICENCIO - PTO LOPEZ,2023/05/24,-73.57492046,4.088410189,Manifestación de personas,COLFECAR,"115",32443.7562580867,"40070","4007","0",654,"78",222,"16",Transversal Buenaventura - Villavicencio - Puerto Carreño,Villavicencio - Paso por el Puente sobre el Río La Balsa -Puerto Lopez,"2",,77.6789618851663,6. Bogotá-Yopal
"593",MAGDALENA,TASAJERA,FALTA DE SERVICIO DE AGUA,BARRANQUILLA - SANTA MARTA,2023/05/24,-74.3181946,10.9676346,Manifestación de personas,COLFECAR,"89",20125.0584309331,"90071","9007","1",1794,"94",785,"15",Transversal del Caribe,Barranquilla - Santa Marta,"3",,129.570996211699,
"594",MAGDALENA,STA ROSA DE LIMA,INCUMPLIMIENTO ACUERDOS GOB,RIO ARIGUANI - YE DE CIENAGA,2023/05/24,-74.1133784,10.4010967,Manifestación de personas,COLFECAR,"90",3169.69910076678,"45180","4518","0",0,"35",725,"15",Troncal del Magdalena,Río Ariguaní - Paso Nacional por Aracataca,"2",,35.7561493491899,3. Bogotá-B/quilla
"595",CAUCA,ROSAS,INCUMPLIMIENTO ENTREGA AYUDAS,POPAYAN - ROSAS,2023/05/24,-76.7440013,2.262502056,Manifestación de personas,COLFECAR,"342",21616.6327716089,"25030","2503","0",0,"121",0,"08",Troncal de Occidente,Mojarras - Popayán,"1",,120.901924188352,1. Bogotá-B/ventura-Ipiales
"596",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/24,-76.64954776,1.178233926,Manifestación de personas,COLFECAR,"108",22436.0270982368,"45031","4503","1",600,"66",0,"19",Troncal del Magdalena,Mocoa - San Juan de Villalobos,"2",,63.5356472460595,7. Bogotá-Puerto Asis
"597",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/25,-76.64758782,1.166306233,Manifestación de personas,COLFECAR,"108",23309.1050379831,"45031","4503","1",600,"66",0,"19",Troncal del Magdalena,Mocoa - San Juan de Villalobos,"2",,63.5356472460595,7. Bogotá-Puerto Asis
"598",CAUCA,ROSAS,INCUMPLIMIENTO ENTREGA AYUDAS,POPAYAN - ROSAS,2023/05/25,-76.73555291,2.266454163,Manifestación de personas,COLFECAR,"342",22645.5519497541,"25030","2503","0",0,"121",0,"08",Troncal de Occidente,Mojarras - Popayán,"1",,120.901924188352,1. Bogotá-B/ventura-Ipiales
"599",ATLANTICO,ARROYO DE PIEDRA,INCUMPLIMIENTO TANQUE DE AGUA,BARRANQUILLA - CARTAGENA,2023/05/25,-75.4463574,10.606975,Manifestación de personas,COLFECAR,"519",15524.705890364,"90060","9006","0",0,"39",0,"03",Alternas a la Transversal del Caribe,Cartagena- Pendales,"2",,55.9165678820822,3. Bogotá-B/quilla
"600",CORDOBA,ABROJAL,SOLICITAN CONSTRUCCION DE GLORIETA,LORICA - CERETE,2023/05/25,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"601",VALLE DEL CAUCA,ZARAGOZA,INCUMPLIMIENTO AYUDAS ,BUGA - BUENAVENTURA,2023/05/25,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"602",NARIÑO,V. LA MARIA,INCUMPLIMIENTO EN PROCESOS RESTI,TUMACO - JUNIN,2023/05/25,-78.39090577,1.423517591,Manifestación de personas,COLFECAR,"400",18470.4296201705,"10010","1001","0",0,"119",0,"17",Transversal Tumaco - Leticia,Tumaco - Junín,"1",,118.869828183791,1. Bogotá-B/ventura-Ipiales
"603",VALLE DEL CAUCA,ZARAGOZA,INCUMPLIMIENTO AYUDAS ,BUGA - BUENAVENTURA,2023/05/26,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"604",NARIÑO,V. LA MARIA,INCUMPLIMIENTO EN PROCESOS RESTI,TUMACO - JUNIN,2023/05/26,-78.37712101,1.424343119,Manifestación de personas,COLFECAR,"400",19027.7155328509,"10010","1001","0",0,"119",0,"17",Transversal Tumaco - Leticia,Tumaco - Junín,"1",,118.869828183791,1. Bogotá-B/ventura-Ipiales
"605",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/26,-76.64170577,1.210374875,Manifestación de personas,COLFECAR,"108",19257.8935308859,"45031","4503","1",600,"66",0,"19",Troncal del Magdalena,Mocoa - San Juan de Villalobos,"2",,63.5356472460595,7. Bogotá-Puerto Asis
"606",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/27,-76.64908599,1.173569636,Manifestación de personas,COLFECAR,"108",22793.9387942297,"45031","4503","1",600,"66",0,"19",Troncal del Magdalena,Mocoa - San Juan de Villalobos,"2",,63.5356472460595,7. Bogotá-Puerto Asis
"607",PUTUMAYO,MOCOA,INCUMPLIMIENTO ENTREGA AYUDAS,MOCOA - PITALITO,2023/05/28,-76.64844118,1.184683582,Manifestación de personas,COLFECAR,"108",21820.9780578536,"45031","4503","1",600,"66",0,"19",Troncal del Magdalena,Mocoa - San Juan de Villalobos,"2",,63.5356472460595,7. Bogotá-Puerto Asis
"608",ANTIOQUIA,MULATOS,MAL ESTADO DE LA VIA,NECOCLI - ARBOLETES,2023/05/29,-76.71435985,8.632232613,Manifestación de personas,COLFECAR,"597",12174.9613678524,"90020","9002","0",0,"82",49,"01",Transversal del Caribe,Necoclí – Puerto Rey,"1","90",78.4420460920453,2. Cali-Medellín-Cartagena
"609",MAGDALENA,ARACATACA,FALTA DE ENERGIA,RIO ARIGUANI - YE DE CIENAGA,2023/05/29,-74.18623835,10.59083181,Manifestación de personas,COLFECAR,"143",3522.5309529392,"451835","4518","35",725,"46",764,"15",Troncal del Magdalena,Paso Nacional por Aracataca,"1",,11.089450487721,3. Bogotá-B/quilla
"610",ANTIOQUIA,MULATOS,MAL ESTADO DE LA VIA,NECOCLI - ARBOLETES,2023/05/30,-76.70041972,8.633606307,Manifestación de personas,COLFECAR,"597",10634.6003834785,"90020","9002","0",0,"82",49,"01",Transversal del Caribe,Necoclí – Puerto Rey,"1","90",78.4420460920453,2. Cali-Medellín-Cartagena
"611",BOYACÁ,TUTA,,TUNJA - PAIPA,2023/05/30,-73.27146714,5.664156923,Manifestación de personas,COLFECAR,"495",10124.497866224,"55020","5502","0",0,"47",730,"04",Troncal Central del Norte,Tunja - Duitama,"2",,94.2562508808219,4. Bogotá-Cúcuta
"612",ANTIOQUIA,MULATOS,MAL ESTADO DE LA VIA,NECOCLI - ARBOLETES,2023/05/31,-76.69150738,8.586775815,Manifestación de personas,COLFECAR,"551",4223.9320887121,"90020","9002","0",0,"86",858,"01",Transversal del Caribe,Necoclí – Puerto Rey,"1","90",4.79372156093254,2. Cali-Medellín-Cartagena
"613",MAGDALENA,PLATO,FALTA DE ENERGIA,CARMEN DE BOLIVAR - MAGDALENA,2023/05/31,-74.8068033,9.7951877,Manifestación de personas,COLFECAR,"228",38863.4593057872,"80020","8002","0",0,"87",820,"15",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,"2",,100.945433880378,3. Bogotá-B/quilla
"614",CAUCA,POPAYAN,DESACUERDO SEC DE MOVILIDAD,POPAYAN - TIMBIO,2023/05/31,-76.6259777,2.437380456,Manifestación de personas,COLFECAR,"373",4178.29428408809,25CCB0,25CCB,"0",0,"16",0,"08",Troncal de Occidente,Variante de Popayán,"1",,16.3387004714902,1. Bogotá-B/ventura-Ipiales
"615",CESAR,BOSCONIA,SISTEMA DE ALCANTARILLADO,PUEBLO NUEVO - VALLEDUPAR,2023/05/31,-73.90750296,9.961627589,Manifestación de personas,COLFECAR,"229",34251.6488496762,"80030","8003","0",0,"116",120,"09",Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Pueblo Nuevo – Bosconia – Valledupar,"2",,138.965089432868,3. Bogotá-B/quilla
"616",CAUCA,EL CAIRO,APOYO A REFORMAS ,POPAYAN - SANTANDER DE QUILICHAO,2023/05/01,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"617",CASANARE,VILLANUEVA,,BARRANCA DE UPIA - MONTERREY,2023/05/01,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"618",TOLIMA,PADUA,,MANIZALES - FRESNO,2023/05/02,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"619",META,ACACIAS,,GRANADA - VILLAVICENCIO,2023/05/02,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"620",CUNDINAMARCA,CAQUEZA,,BOGOTA - VILLAVICENCIO,2023/05/02,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"621",MAGDALENA,SANTA MARTA,,SANTA MARTA - RIO PALOMINO,2023/05/02,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"622",SANTANDER,PEAJE LA GOMEZ,,LA LIZAMA - SAN ALBERTO,2023/05/03,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"623",SANTANDER,BARBOSA,,PTE NACIONAL - SAN GIL,2023/05/03,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"624",SANTANDER,PEAJE LA GOMEZ,,LA LIZAMA - SAN ALBERTO,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"625",SANTANDER,BARBOSA,,PTE NACIONAL - SAN GIL,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"626",CAUCA,SANTANDER DE QUILICHAO,,POPAYAN - CALI,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"627",TOLIMA,CASTILLA,,NEIVA - GIRARDOT,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"628",ATLANTICO,SABANALARGA,FALTA DEL SERVICIO DE AGUA,CARTAGENA - BARRANQUILLA,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"629",MAGDALENA,SANTA MARTA,,SANTA MARTA - RIOHACHA,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"630",CORDOBA,SAN ANTERO,MAL ESTADO DE VIAS INTERNAS,LORICA - SAN ONOFRE,2023/05/04,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"631",MAGDALENA,SANTA MARTA,,SANTA MARTA - RIOHACHA,2023/05/05,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"632",SANTANDER,SABANA DE TORRES,NECESIDADES DE EDUCACION,LA LIZAMA - SAN ALBERTO,2023/05/05,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"633",ANTIOQUIA,CAREPA,,TURBO - CHIGORODO,2023/05/05,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"634",ATLANTICO,PTE PUMAREJO,,BARRANQUILLA - SANTA MARTA,2023/05/05,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"635",CORDOBA,LORICA,FESTIVAL DE LA CULTURA SINU,CERETE - LORICA,2023/05/05,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"636",MAGDALENA,SANTA MARTA,,BARRANQUILLA - SANTA MARTA,2023/05/06,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"637",CORDOBA,SAN ANTERO,FALTA DE AGUA,LORICA - SAN ONOFRE,2023/05/06,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"638",MAGDALENA,SANTA MARTA,,BARRANQUILLA - SANTA MARTA,2023/05/07,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"639",ATLANTICO,SABANALARGA,PAGO DE REGALIAS,CARTAGENA - BARRANQUILLA,2023/05/08,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"640",LA GUAJIRA,TENERIFE,,PLATO - PUEBLO NUEVO,2023/05/08,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"641",SUCRE,EL MANGO,,SAN ONOFRE - CARTAGENA,2023/05/08,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"642",META,PERALONSO,,VILLAVICENCIO - PTO LOPEZ,2023/05/08,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
"643",LA GUAJIRA,PEAJE ALTO PINO,INSTALACION DE TORRES DE ENERGIA,RIOHACHA - MAICAO,2023/05/08,,,Manifestación de personas,COLFECAR,,,,,,,,,,,,,,,
