ID,DEPARTAMENTO,REFERENCIA,DESCRIPCION,VIA AFECTADA,FECHA,LONG,LAT,EVENTO,FUENTE,HubName,HubDist,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territoria,tramo,sector,administra,ruta,length_km,corrlog
"5118",CUNDINAMARCA,El Piñal II,"En la vía Vianí - Guayabal de Síquima, sector El Piñal II, km 60+800, aplica en ambos sentidos. No hay ruta alterna.",Vianí - Guayabal de Síquima,2023/01/09,-74.546241261,4.87509416400002,Derrumbe,DITRA,"464",27144.9968946314,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5119",CUNDINAMARCA,Los puentes,(Aplica en ambos sentidos),Girardot - Mosquera,2019/01/15,-74.258111505,4.68168673100001,Accidente,DITRA,"458",6334.14644540207,5008A63,5008A,"63",950,"72",80,"12",Transversal Las Animas - Bogotá,Madrid - Bogotá (Rio Bogotá),"2",,17.9339436198432,3. Bogotá-B/quilla
"5120",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos) Horario 22:00 horas a 4:00 a.m,Bogotá - Villavicencio,2019/01/15,-74.083845414,4.456969749,Mantenimiento vial,DITRA,"297",29635.322400194,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5121",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Guaduas - Villeta,2019/04/20,-74.590521154,5.06201070600002,Accidente,DITRA,"55",4260.50290398582,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5122",CUNDINAMARCA,Sin referencia,"En la vía Bogotá - Villavicencio, km 19+300, aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Villavicencio,2023/06/05,-74.008178079,4.43141236399998,Accidente,Coviandina,"297",21344.4529108042,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5123",CUNDINAMARCA,Choachí,"En la vía Choachí - Ubaque, sector Choachí, km 25, aplica en ambos sentidos. No hay ruta alterna.",Choachí - Ubaque,2023/06/05,-73.921714147,4.51089449099999,Caída de árbol,DITRA,"33",4477.2555992728,4006A0,4006A,"0",0,"32",400,"12",Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Bogotá - Choachí - Ubaque,"2",,31.7852479606138,
"5125",CUNDINAMARCA,Los Caliches,(Aplica en ambos sentidos),La Palma - Pacho,2018/10/13,-74.362972674,5.36333047800002,Pérdida de la banca,DITRA,"59",5456.54500054382,"56040","5604","0",0,"19",500,"12",Circuito de las Provincias de Rionegro y Bajo Magdalena,Yacopí - La Palma,"1",,19.4204336159139,
"5126",CUNDINAMARCA,Guaduas,(Aplica en ambos sentidos),Villeta - Honda,2018/12/21,-74.598018029,5.06743116299998,Vehículo con fallas mecánicas,DITRA,"55",3768.58812162417,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5127",CUNDINAMARCA,Túnel Renacer,(Aplica en ambos sentidos)**Hasta las 04:00 horas del 17 de Enero de 2019,Bogotá - Villavicencio,2019/01/17,-73.793106029,4.20281341800001,Mantenimiento vial,DITRA,"297",13529.1674836545,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5128",CUNDINAMARCA,Y de Sibaté,(Aplica en ambos sentidos),Bogotá - Girardot,2019/01/25,-74.256074249,4.54154475199999,Evento Especial,DITRA,"129",10318.8292940522,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5129",CUNDINAMARCA,Sin referencia,"En la vía Bogotá - Villavicencio, km 19+300, aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Villavicencio,2023/06/05,-74.008515026,4.43144980900001,Rescate de vehículo,Coviandina,"297",21374.5919318864,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5130",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2018/12/29,-73.81571063,4.21809291599999,Mantenimiento vial,DITRA,"297",10697.6352151586,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5131",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Bogotá - Tunja,2018/12/04,-73.694750635,5.12888848,Rescate de vehículo,DITRA,"452",14221.6270634498,"55010","5501","25",964,"59",0,"12",Troncal Central del Norte,Tocancipá - Chocontá,"2",,66.5320002209741,4. Bogotá-Cúcuta
"5132",CUNDINAMARCA,Caiqueros,(Aplica en ambos sentidos),Bogotá - Villeta,2018/12/04,-74.425082807,5.06509034300001,Rescate de vehículo,DITRA,"464",22846.3623804271,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5133",CUNDINAMARCA,Boquerón,(Aplica en sentido Bogotá - Girardot),Bogotá - Girardot,2019/01/02,-74.533153012,4.259139871,Accidente,DITRA,"273",8921.73139768074,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5134",CUNDINAMARCA,San Francisco,(Aplica en ambos sentidos)**Incineración de vehículo,Bogotá - La Vega,2019/01/28,-74.307654633,4.96473634500001,Evento Especial,DITRA,"464",7298.6100857428,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5135",CUNDINAMARCA,sin referencia,(Aplica en ambos sentidos),Bogotá - Fusagasugá,2019/02/02,-74.400133213,4.34514728300002,Accidente,DITRA,"129",16779.7345662602,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5136",CUNDINAMARCA,Sin referencia,"Vía Bogotá - Villavicencio por vehículo con fallas mecánicas, km 58. Aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Villavicencio,2021/08/18,-73.817936079,4.22455194399998,Vehículo con fallas mecánicas,Coviandina,"297",9964.84781377936,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5137",CUNDINAMARCA,Sin Referencia,(Aplica sentido Honda - Guaduas),Honda - Guaduas,2019/04/21,-74.659140898,5.18397655199999,Derrumbe,DITRA,"55",12000.4978269212,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5138",CUNDINAMARCA,Alto de Rosas,(Aplica sentido Bogotá - Girardot),Bogotá - Girardot,2019/07/05,-74.301128919,4.54664313000001,Accidente,DITRA,"129",9571.48893628673,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5139",CUNDINAMARCA,Todo el tramo víal,(Aplica en ambos sentidos),Guaduas - Villeta,2019/04/21,-74.544259672,5.022421098,Alto flujo vehicular,DITRA,"55",10013.6505206783,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5140",CUNDINAMARCA,Sin Referencia,"Vía Bogotá - Villavicencio por fuertes lluvias, km 58. Aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Villavicencio,2021/08/19,-73.817878122,4.224408262,Evento Especial,Coviandina,"297",9981.63272388755,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5141",CUNDINAMARCA,Túnel Boqueron,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/02/03,-74.083371729,4.45640002300001,Rescate de vehículo,DITRA,"297",29555.7709900051,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5142",CUNDINAMARCA,Variante Ubaté,"(Aplica en ambos sentidos)Resolucíon 02149 del 13 de Mayo de 2019 autoriza el cierre total de los sectores de las carreteras nacionales, para la realización del evento deportivo denominado ""52 VUELTA DE LA JUVENTUD""",Zipaquirá - Ubaté,2019/05/17,-73.803339955,5.31044606699999,Evento Deportivo,FEDERACIÓN COLOMBIANA DE CICLISMO,"521",655.378336041349,45ACNC0,45ACNC,"0",0,"3",0,"12",Troncal Central,Variante de Ubaté,"1",,6.00002674585117,
"5143",CUNDINAMARCA,El Cacique,"Vía Honda - Bogotá por parte de las autoridades en el km 34+500, sector El Cacique. Aplica en ambos sentidos. No hay ruta alterna.",Honda - Bogotá,2021/05/13,-74.58651396,5.06430325100001,Evento Especial,DITRA,"55",4024.47653009861,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5144",CUNDINAMARCA,Sin referencia,"Vía Bogotá - Villavicencio por material en la vía, km 58. Aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Villavicencio,2021/08/19,-73.817654229,4.22402400200002,Material en la vía,Ditra,"297",10030.7731546421,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5145",CUNDINAMARCA,Variante de melgar,(Aplica en sentido Girardot - Bogotá),Melgar - Bogotá,2019/02/20,-74.653506749,4.20568284299998,Caída de piedra,DITRA,"273",7855.94510888284,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5146",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos),Chía - Bogotá,2019/02/21,-74.035873867,4.85847145100001,Mantenimiento vial,DITRA,"268",755.578982401047,45A040,45A04,"0",0,"11",700,"12",Troncal Central,Bogotá - Cajicá,"2",,28.0151409203765,4. Bogotá-Cúcuta
"5147",CUNDINAMARCA,Alto de la Cruz,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/02/22,-73.985504075,4.418012078,Mantenimiento vial,DITRA,"297",18505.7178961653,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5148",CUNDINAMARCA,Sin referencia,"En la vía Dindal - Caparrapí, km 0 y 0+70, aplica en ambos sentidos. Cierre total hasta que se supere la emergencia. Ruta alterna: 1.La ruta alterna de acceso (antiguo trazado Guaduas – Caparrapí), que se toma desde el corredor de la ruta del sol 5008B antes del Puente Rio Negro en el PR34+530 y después de la quebrada San Antonio sobre esta misma ruta.
 2.Útica - Los Cámbulos – Caparrapí.  3.Zipaquirá – Pacho - La Palma - La Aguada - Caparrapí. Resolución No. 04582 de 30 de noviembre de 2022.",Dindal – Caparrapí,2022/12/01,-74.557208658,5.299036258,Fallas en la estructura del puente.,Territorial Cundinamarca del INVIAS.,"169",2649.16285281986,50CN010,50CN01,"0",0,"14",0,"12",Circuito de las Provincias de Rionegro y Bajo Magdalena,Dindal - Caparrapí,"1",,13.8830327287486,
"5149",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos)**Hasta las 04:00 horas del 07 de Febrero de 2019,Bogotá - Villavicencio,2019/02/07,-74.093912796,4.47786205,Mantenimiento vial,DITRA,"297",31919.9798940417,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5150",CUNDINAMARCA,Puente de Guadua,(Aplica en ambos sentidos) por fallas en la semaforización en el ingreso y salida de Bogotá,Siberia - Bogotá,2019/02/22,-74.125140858,4.72651616399997,Alto flujo vehicular,DITRA,"464",27409.6879990195,"500864","5008","64",0,"145",0,"12",Transversal Medellin - Bogotá,Villeta - Bogotá,"2",,167.758610434224,3. Bogotá-B/quilla
"5151",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos)**Aplica hasta las 04:00 horas del 27 de Febrero de 2019,Bogotá - Villavicencio,2019/02/27,-74.09276769,4.47615441200003,Mantenimiento vial,DITRA,"297",31703.4534747016,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5152",CUNDINAMARCA,La murca,(Aplica en ambos sentidos),La palma - Pacho,2019/05/29,-74.373433751,5.318817776,Derrumbe,DITRA,"58",5631.45928738663,"560421","5604","21",500,"24",500,"12",Circuito de las Provincias de Rionegro y Bajo Magdalena,Yacopí - La Palma,"1",,2.98518611858059,
"5153",CUNDINAMARCA,Alto de Canecas,"En la Vía Girardot - Bogotá, sector Alto de Canecas, km 43 +100, aplica en sentido Girardot - Bogotá. No hay ruta alterna.",Girardot - Bogotá,2023/08/27,-74.543464555,4.25979894699998,Alto flujo vehicular,VÍA 40 EXPRESS,"273",7774.68795534621,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5154",CUNDINAMARCA,Chusacá,"En la vía Bogotá - Girardot, sector Chusacá, km 107+865, aplica en sentido Bogotá - Girardot. No hay ruta alterna.",Bogotá - Girardot,2022/12/01,-74.281378701,4.53844564600001,Accidente,Concesión Vía 40 Express,"129",8946.2248043029,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5155",CUNDINAMARCA,Todo el tramo vial,(Aplica en ambos sentidos),Fusagasuga - Boquerón,2019/04/26,-74.421136215,4.32295179200003,Evento Deportivo,DITRA,"273",22306.3057712477,"40050","4005","0",211,"62",980,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,"2",,111.43698919418,1. Bogotá-B/ventura-Ipiales
"5156",CUNDINAMARCA,Sin Referencia,(Aplica en ambos sentidos) fuertes lluvias,Bogotá - Villavicencio,2019/04/26,-73.775292656,4.19909590200001,Evento Especial,DITRA,"297",15123.3589117889,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5157",CUNDINAMARCA,Sin Referencia,"(Aplica en ambos sentidos)Resolución 08069 del 28 de Diciembre del 2018 Autorizar el cierre parcial en la vía Zipaquirá - Ubaté, Ruta Nacional 45A04, desde el Km 55+000 hasta el Km,57+000,Departamento de Cundinamarca, desde el 2 de enero de 2019 hasta el 28 de febrero de 2019, de la siguiente manera:
- Sentido Zipaquirá - Ubaté, desde el 2 de enero de 2019 hasta el 31 de enero de 2019.
- Sentido Ubaté - Zipaquira, desde el 1 de febrero de 2019 hasta el 28 de febrero de 2019.",Zipaquirá - Ubaté,2019/01/02,-73.86458732,5.21513676299998,Mantenimiento vial,ANI,"468",6249.44088281431,45A0428,45A04,"28",200,"67",1134,"12",Troncal Central,Zipaquirá - Ubaté,"1",,47.7973283563827,4. Bogotá-Cúcuta
"5158",CUNDINAMARCA,Túnel Boquerón,(Aplica en ambos sentidos)**Aplica hasta las 04:00 horas del 08 de Febrero de 2019,Bogotá - Villavicencio,2019/02/08,-74.092894488,4.47632552800002,Mantenimiento vial,DITRA,"297",31726.1970159693,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5159",CUNDINAMARCA,La cabaña,(Aplica en ambos sentidos),Villeta - Guaduas,2018/06/09,-74.550921583,5.02840661200003,Limpieza de vía.,DITRA,"55",9074.02911149701,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5160",CUNDINAMARCA,Alto de Rosas,(Aplica en ambos sentidos),Bogotá - Fusagasugá,2019/03/06,-74.279285693,4.53078461400003,Accidente,DITRA,"129",8195.07914473629,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5161",CUNDINAMARCA,Chirajara,(Aplica en ambos sentidos) Congestión por parte de las autoridades.,Guayabetal - Pipiral,2019/02/08,-73.794745627,4.203429814,Evento Especial,DITRA,"297",13364.1006052312,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5162",CUNDINAMARCA,Pan de Bono,(Aplica sentido Fusagasugá - Bogotá),Fusagasugá - Bogotá,2019/04/27,-74.289831784,4.54675141199999,Accidente,DITRA,"129",9669.51255920832,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
"5163",CUNDINAMARCA,Sin referencia,"En la vía Variante Portachuelo - Casablanca, km 0+250 y 7, aplica en ambos sentidos. Cierre parcial a partir del 17 de agosto hasta el 7 de marzo de 2023 de lunes a domingo desde las 06:00 hasta las 19:00 horas. No hay ruta alterna. Resolución 03008 del 17 de agosto 2022.",Variante Portachuelo - Casablanca,2022/08/18,-73.973220723,5.03042608999999,Mantenimiento vial,Consorcio Vial MHC 063,"536",453.234503868692,45ACND0,45ACND,"0",250,"7",0,"12",Alternas a la Troncal Central,Variante Portachuelo - Casablanca,"1","45",6.9593531900519,4. Bogotá-Cúcuta
"5164",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos) por fuertes lluvias,Bogotá - Villavicencio,2019/06/08,-73.788278342,4.20267545600001,Evento Especial,DITRA,"297",13876.0264215507,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5165",CUNDINAMARCA,Túnel Quebrada Blanca,"En la vía Bogotá - Villavicencio, sector Túnel Quebrada Blanca, km 57+780, aplica en ambos sentidos. No hay ruta alterna.",Bogotá - Villavicencio,2023/04/16,-73.816715824,4.22012832299998,Accidente,COVIANDINA,"297",10448.000204054,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5166",CUNDINAMARCA,Sin referncia,(Aplica en sentidos),Guadas - Villeta,2019/05/17,-74.582745737,5.05930259899998,Accidente,DITRA,"55",4628.75835876553,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5167",CUNDINAMARCA,La Cabaña,(Aplica en ambos sentidos),Guaduas - Villeta,2019/02/09,-74.551530816,5.03025174800001,Rescate de vehículo,DITRA,"55",8862.54360298988,"50085","5008","5",850,"64",0,"12",Transversal Las Animas - Bogotá,Honda - Villeta,"1",,58.469459048685,3. Bogotá-B/quilla
"5168",CUNDINAMARCA,Universidad Militar Nueva Granada,(Aplica en ambos sentidos),Zipaquirá - Bogotá,2019/05/20,-74.01501971,4.94763434499998,Accidente,DITRA,"467",3326.58118017788,45A0416,45A04,"16",100,"25",200,"12",Troncal Central,Cajicá - Zipaquirá,"2",,18.7031524329181,4. Bogotá-Cúcuta
"5169",CUNDINAMARCA,Sin referencia,(Aplica en ambos sentidos),Bogotá - Villavicencio,2019/05/18,-73.818693068,4.22665267899998,Caída de piedra,DITRA,"297",9725.20733454629,"40060","4006","0",0,"86",55,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,"2",,93.7824205324289,6. Bogotá-Yopal
"5170",CUNDINAMARCA,Alto de Rosas,"En la vía Bogotá - Girardot, sector Alto de Rosas, km 104+395, aplica en sentido Bogotá - Girardot. No hay ruta alterna.",Bogotá - Girardot,2023/03/08,-74.300919551,4.54719908300001,Accidente,Vía40express,"129",9633.07619037287,"400562","4005","62",980,"122",0,"12",Transversal Buenaventura - Villavicencio - Puerto Carreño,Fusagasugá - Silvania - Bogotá (Bosa),"2",,111.819988150307,1. Bogotá-B/ventura-Ipiales
